Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score
mobile-devices,2009-03-13 19:25:56.510,2009-03,29602.0,14.0,6.5,2,Low
lazarus,2009-03-23 11:46:19.707,2009-03,3149.0,3.33,3.17,6,Low
fpc,2009-03-28 16:49:05.527,2009-03,1243.0,0.0,1.0,1,Low
viewmodel,2009-03-23 13:17:56.603,2009-05,2737.58,3.58,2.15,26,Low
downsize,2009-03-05 16:18:02.733,2009-03,1597.0,5.0,1.0,1,Low
roleprovider,2009-03-17 08:46:44.603,2009-08,6425.75,5.25,2.12,8,Low
collaborative-filtering,2009-03-18 18:42:49.150,2009-03,6825.0,15.0,4.0,1,Low
prototype-programming,2009-03-16 14:55:53.943,2009-03,52227.5,176.0,8.0,2,Low
backpropagation,2009-03-28 19:01:42.743,2009-03,1735.0,2.0,2.0,1,Low
miglayout,2009-03-20 16:49:29.443,2009-03,3034.67,2.67,2.33,3,Low
network-drive,2009-03-28 19:29:55.013,2009-04,8224.0,1.33,3.67,3,Low
appletviewer,2009-03-22 14:47:45.007,2009-03,1406.0,1.0,2.0,1,Low
interval-arithmetic,2009-03-08 14:25:36.333,2009-03,2185.0,6.0,7.0,1,Low
edmx,2009-03-28 01:24:16.153,2009-03,873.5,2.5,2.0,2,Low
stringdictionary,2009-03-09 19:44:23.873,2009-03,10883.67,28.67,4.67,3,Low
clockrates,2009-03-14 19:06:01.037,2009-03,535.0,0.0,2.0,1,Low
event-validation,2009-03-30 20:42:50.330,2009-03,3296.0,0.0,6.0,1,Low
ribboncontrolslibrary,2009-03-30 21:02:12.437,2009-03,3074.0,0.0,1.0,1,Low
plug-and-play,2009-03-10 15:52:31.770,2009-03,1727.0,1.0,1.0,1,Low
srcsrv,2009-03-29 14:07:06.497,2009-03,1759.0,2.0,3.0,1,Low
type-parameter,2009-03-29 14:18:53.757,2009-06,16368.5,20.25,3.5,4,Low
cairo,2009-03-23 13:51:13.060,2009-05,1052.25,4.5,2.0,4,Low
msdeploy,2009-03-05 16:37:56.773,2009-03,3424.0,4.25,3.0,4,Low
floating-point-exceptions,2009-03-30 21:19:04.393,2009-03,1766.0,9.0,4.0,1,Low
optimistic-locking,2009-03-30 21:37:58.450,2009-05,2117.0,2.25,2.25,4,Low
cloneable,2009-03-30 22:01:58.097,2009-03,50822.0,117.0,4.0,1,Low
nested-controls,2009-03-24 11:30:53.717,2009-03,685.0,0.0,1.0,1,Low
android-imageview,2009-03-17 20:56:32.720,2009-03,27621.67,17.33,2.0,3,Low
cusp,2009-03-19 08:50:58.627,2009-03,397.0,1.0,1.0,1,Low
ora-00937,2009-03-30 22:40:28.597,2009-03,2941.0,1.0,5.0,1,Low
mod-mono,2009-03-30 23:40:12.477,2009-03,1986.8,4.0,2.2,5,Low
modified-preorder-tree-t,2009-03-29 16:42:15.423,2009-03,6274.0,8.0,2.0,1,Low
modelstate,2009-03-23 04:00:56.987,2009-06,8390.0,16.33,1.67,3,Low
update-site,2009-03-29 16:55:21.257,2009-03,504.0,2.5,2.0,2,Low
knn,2009-03-29 17:09:25.687,2009-03,1593.0,4.0,5.0,2,Low
delete-operator,2009-04-01 01:22:05.440,2009-04,78661.67,134.33,11.33,3,Low
bounds-check-elimination,2009-03-10 16:34:27.957,2009-03,1914.0,5.0,5.0,1,Low
freetype2,2009-04-01 01:26:40.297,2009-04,2065.5,3.0,1.5,2,Low
bearing,2009-03-29 18:10:52.137,2009-03,3615.0,3.0,5.0,1,Low
quickgraph,2009-04-01 02:48:02.020,2009-04,30686.0,5.0,3.0,1,Low
linear-equation,2009-04-01 03:09:16.413,2009-04,36807.0,7.0,4.0,1,Low
power-law,2009-04-01 03:09:16.413,2009-04,36807.0,7.0,4.0,1,Low
android-sms,2009-03-19 14:28:41.920,2009-03,20724.0,20.0,1.0,1,Low
headless,2009-03-19 14:28:50.733,2009-03,343630.5,67.0,8.0,2,Low
wxruby,2009-03-19 14:29:08.813,2009-03,922.0,0.0,1.0,1,Low
variable-declaration,2009-03-19 22:21:53.270,2009-03,265109.0,191.67,13.33,3,Low
jacl,2009-03-17 16:32:20.973,2009-03,226.0,0.0,1.0,1,Low
performance-estimation,2009-03-29 18:40:15.173,2009-03,8631.0,6.0,4.0,1,Low
lowpro,2009-03-23 04:18:19.660,2009-03,5218.5,2.5,3.5,2,Low
qt-installer,2009-03-17 16:33:19.880,2009-03,27678.0,16.0,6.0,1,Low
install-sequence,2009-03-25 20:45:02.970,2009-03,10890.0,4.0,3.0,2,Low
equinox,2009-04-01 04:49:36.657,2009-07,6243.71,6.14,4.0,7,Low
nsstatusbar,2009-03-08 16:43:55.563,2009-03,1641.0,10.0,3.0,1,Low
pyserial,2009-03-24 04:38:58.167,2009-03,207009.33,41.67,2.33,3,Low
raphael,2009-03-29 20:03:52.100,2009-06,11501.5,8.25,4.25,4,Low
quickfix,2009-03-20 10:57:16.717,2009-03,2411.25,2.75,1.5,4,Low
stereoscopy,2009-03-20 11:00:21.450,2009-03,4356.5,2.0,3.0,2,Low
android-anr-dialog,2009-04-01 06:28:25.763,2009-04,180778.0,184.0,13.0,1,Low
macruby,2009-03-29 20:21:55.880,2009-03,2072.5,8.5,2.5,2,Low
routetable,2009-03-30 04:30:59.743,2009-03,7655.5,6.0,1.0,2,Low
freebase,2009-03-24 05:01:16.257,2009-03,2178.25,5.0,2.5,4,Low
phobos,2009-03-28 22:34:42.947,2009-03,2234.5,15.0,5.0,2,Low
function-composition,2009-03-10 16:59:13.060,2009-03,144384.0,455.5,10.0,2,Low
web-publishing,2009-03-16 15:18:48.430,2009-03,72266.0,86.0,12.0,1,Low
serializable,2009-04-01 07:47:49.430,2009-04,36527.33,73.33,4.67,6,Low
gdbm,2009-03-29 21:28:40.027,2009-03,3166.0,3.5,4.5,2,Low
windows-server,2009-03-29 21:29:24.533,2009-08,583.75,0.5,2.25,4,Low
mechanize-ruby,2009-04-01 08:14:26.137,2009-04,1525.0,1.0,1.0,1,Low
unitofworkapplication,2009-03-10 17:06:01.483,2009-03,698.5,0.5,1.0,2,Low
iequatable,2009-03-20 11:13:59.437,2009-06,7179.2,16.6,3.0,5,Low
horizontaloffset,2009-03-20 11:15:09.277,2009-03,21035.0,14.0,2.0,1,Low
prerequesthandler,2009-03-18 19:12:42.370,2009-03,818.0,1.0,1.0,1,Low
qtoolbar,2009-03-16 15:23:22.507,2009-03,9276.0,25.0,6.0,1,Low
schema-design,2009-03-17 16:46:11.613,2009-03,3182.0,3.0,3.0,1,Low
contacts,2009-02-22 18:16:41.650,2009-08,3300.73,2.45,2.64,11,Low
change-password,2009-04-01 09:42:40.447,2009-04,929.0,2.0,7.0,1,Low
typeinitializer,2009-04-01 09:48:39.467,2009-04,201.0,0.0,2.0,1,Low
jazelle,2009-04-01 09:56:48.730,2009-04,7807.0,25.5,2.0,2,Low
design-decisions,2009-03-16 15:32:39.707,2009-03,983.75,3.0,3.75,4,Low
weak-ptr,2009-03-10 17:19:01.000,2009-03,1053.0,4.0,5.0,1,Low
modelbinder,2009-04-02 10:24:33.740,2009-04,1825.0,0.0,2.0,1,Low
cocoa-sheet,2009-03-22 15:59:58.547,2009-03,6297.0,26.0,2.0,1,Low
directed-identity,2009-03-23 14:15:36.510,2009-03,1242.0,3.0,1.0,1,Low
unix-ar,2009-03-20 11:29:32.270,2009-03,18722.0,15.0,3.0,1,Low
redraw,2009-03-05 17:37:00.330,2009-07,7272.6,2.4,2.6,5,Low
ajax4jsf,2009-03-23 14:50:47.987,2009-03,7633.25,1.75,3.25,4,Low
umn-mapserver,2009-03-17 10:00:57.077,2009-03,3382.5,1.0,1.5,2,Low
hotlinking,2009-03-15 21:39:57.943,2009-07,5209.0,5.8,2.6,5,Low
direct3d10,2009-03-17 11:09:22.390,2009-03,948.0,2.0,2.0,1,Low
cloud-platform,2009-03-17 11:16:36.850,2009-03,2000.0,3.0,1.0,1,Low
pylint,2009-04-02 12:21:31.900,2009-08,40683.2,26.2,5.2,5,Low
runloop,2009-04-02 12:31:13.047,2009-04,1633.0,4.0,1.0,1,Low
commandbinding,2009-03-19 14:59:45.260,2009-08,13731.0,8.67,2.0,6,Low
dml,2009-03-30 06:36:52.000,2009-03,1232.0,1.75,3.0,4,Low
cl.exe,2009-03-30 06:53:39.263,2009-03,1169.33,0.33,0.67,3,Low
brython,2009-03-25 21:08:11.837,2009-03,147168.0,76.0,14.0,1,Low
rapydscript,2009-03-25 21:08:11.837,2009-03,147168.0,76.0,14.0,1,Low
subtitle,2009-03-23 19:10:48.593,2009-04,3720.0,-1.33,2.67,3,Low
non-deterministic,2009-04-02 12:59:45.100,2009-04,8535.0,5.5,3.0,2,Low
safe-mode,2009-03-31 03:03:20.557,2009-03,4197.0,1.0,1.0,1,Low
dotnetnuke-module,2009-03-13 21:50:11.437,2009-03,1740.5,4.5,2.0,2,Low
hard-coding,2009-03-29 23:50:13.493,2009-03,6747.5,3.5,5.5,2,Low
delete-record,2009-03-25 21:15:26.767,2009-03,31614.0,10.0,4.0,1,Low
erlang-supervisor,2009-03-24 05:50:23.567,2009-03,2714.0,6.0,2.5,2,Low
django-views,2009-02-16 07:44:23.093,2009-06,9723.08,8.23,2.46,13,Low
startup-folder,2009-03-30 00:23:53.037,2009-03,2469.0,0.0,1.0,1,Low
next-generation-plugin,2009-03-30 08:00:54.047,2009-03,721.0,2.0,5.0,1,Low
open-flash-chart,2009-03-30 00:56:59.120,2009-07,11241.0,2.0,1.86,7,Low
extends,2009-03-24 12:50:55.333,2009-03,10675.75,9.25,3.5,4,Low
stdcall,2009-03-30 01:01:45.147,2009-03,3861.0,-1.0,2.0,2,Low
htmlpurifier,2009-03-14 22:11:49.483,2009-03,2876.25,4.25,2.5,4,Low
imessagefilter,2009-03-24 12:52:55.437,2009-03,1144.0,1.0,1.0,1,Low
listboxitems,2009-03-29 00:15:33.720,2009-03,3688.0,0.5,2.0,2,Low
oma-dm,2009-04-02 13:37:23.433,2009-04,258.0,0.0,2.0,1,Low
return-value-optimization,2009-03-20 11:54:08.280,2009-03,2706.0,7.0,3.0,2,Low
soappy,2009-03-18 09:08:57.907,2009-03,1549.4,1.2,2.0,5,Low
open-basedir,2009-04-02 14:09:55.213,2009-04,4900.0,1.0,4.0,1,Low
ora-12514,2009-03-10 17:50:26.497,2009-03,29189.0,2.0,3.0,2,Low
any,2009-04-02 14:10:17.690,2009-04,256.0,3.0,2.0,1,Low
nabaztag,2009-04-02 14:20:06.437,2009-04,967.0,4.0,4.0,1,Low
absolute-value,2009-03-20 17:37:56.207,2009-03,16502.0,8.0,5.0,2,Low
celementtree,2009-03-22 16:46:31.337,2009-03,1774.0,0.0,3.0,1,Low
ldap-client,2009-04-02 15:06:44.123,2009-04,1443.0,4.0,5.0,1,Low
unary-function,2009-03-29 01:04:44.553,2009-03,1353.0,4.0,1.0,1,Low
nsmutablearray,2009-03-30 08:33:53.920,2009-07,32182.5,61.0,4.15,26,Low
flex-mx,2009-02-16 03:34:29.510,2009-02,4110.5,0.0,3.0,2,Low
markov-chains,2009-03-18 19:48:41.377,2009-03,37992.0,20.0,3.0,1,Low
procedure,2009-04-02 15:41:28.153,2009-04,139187.0,89.33,8.0,3,Low
vlookup,2009-04-01 23:21:37.593,2009-04,9301.0,2.0,5.0,1,Low
tableviewer,2009-04-02 15:51:09.033,2009-04,4202.5,7.0,3.0,2,Low
denormalized,2009-04-01 23:33:09.953,2009-04,1108.0,1.0,3.0,1,Low
templatetags,2009-03-16 15:46:16.820,2009-06,9209.0,10.67,2.67,3,Low
stencil-buffer,2009-03-29 01:07:42.473,2009-03,2727.0,4.0,1.0,1,Low
dbm,2009-04-02 16:24:11.887,2009-04,680.0,0.5,2.5,2,Low
series,2009-04-02 16:45:17.267,2009-04,2137.33,0.0,3.67,3,Low
broken-links,2009-03-31 04:12:48.017,2009-03,935.5,1.0,3.5,2,Low
zpt,2009-03-16 15:50:22.427,2009-03,896.5,1.5,2.5,2,Low
custom-protocol,2009-03-13 22:26:07.903,2009-03,3617.0,8.0,2.0,1,Low
nexus,2009-04-02 16:50:01.497,2009-04,6383.25,10.75,2.75,4,Low
math.h,2009-03-10 18:20:23.193,2009-03,61023.33,115.0,8.33,3,Low
dublin-core,2009-03-15 22:04:50.753,2009-03,2528.5,7.0,3.5,2,Low
django-authentication,2009-03-08 18:24:40.173,2009-05,37931.0,50.0,5.86,7,Low
datechooser,2009-04-02 17:00:01.567,2009-04,1317.0,0.0,2.0,2,Low
idempotent,2009-04-02 17:14:01.330,2009-04,95205.25,294.25,6.5,4,Low
anonymous-users,2009-04-02 17:15:37.367,2009-04,1380.67,1.67,1.33,3,Low
nmock,2009-04-02 17:43:01.573,2009-04,2930.0,3.25,2.0,4,Low
dblatex,2009-04-02 02:45:32.533,2009-04,976.0,1.0,1.0,1,Low
bitset,2009-04-02 02:51:11.583,2009-04,7888.33,5.0,4.0,3,Low
cp,2009-04-02 18:11:51.613,2009-08,214788.0,191.25,5.75,4,Low
mixed-authentication,2009-04-02 18:19:25.013,2009-04,1105.0,1.0,2.0,1,Low
classcastexception,2009-03-14 23:05:00.120,2009-05,92480.8,34.6,5.8,5,Low
socketserver,2009-04-02 18:26:57.803,2009-04,5751.0,2.0,3.0,1,Low
squirrel-sql,2009-03-30 13:21:41.187,2009-03,27059.5,11.0,3.5,2,Low
cscope,2009-04-02 18:37:23.457,2009-04,1913.0,3.0,3.0,1,Low
format-patch,2009-04-02 03:45:13.777,2009-04,18405.0,51.0,6.0,2,Low
actioncontext,2009-04-02 18:48:10.980,2009-04,34503.0,2.0,6.0,1,Low
python-2.4,2009-03-19 15:27:59.520,2009-07,31513.25,14.25,3.25,4,Low
application-design,2009-03-20 12:37:17.473,2009-06,3552.88,10.25,5.12,8,Low
xmlhttprequest-states,2009-04-02 19:30:19.477,2009-04,930.0,1.0,1.0,1,Low
pyqt4,2009-03-22 17:33:05.233,2009-07,4186.58,4.58,2.5,12,Low
smart-device,2009-03-17 17:27:28.893,2009-03,442.0,0.0,1.0,1,Low
controllers,2009-03-09 20:45:55.583,2009-03,1675.75,2.5,2.25,4,Low
twos-complement,2009-03-17 17:29:52.850,2009-03,69044.5,120.0,13.5,2,Low
mktime,2009-03-30 09:25:19.350,2009-03,3171.67,1.33,3.67,3,Low
custom-tag,2009-03-15 22:22:32.723,2009-03,1056.4,1.0,3.0,5,Low
access-keys,2009-03-18 10:38:56.003,2009-03,364.0,0.0,1.0,1,Low
circular-buffer,2009-03-19 15:31:28.840,2009-03,130861.5,41.5,6.0,2,Low
culerity,2009-02-16 04:17:20.827,2009-02,2886.0,6.0,2.0,1,Low
read-uncommitted,2009-03-09 20:54:18.060,2009-03,5789.0,5.0,4.0,1,Low
simbl,2009-03-14 23:26:12.113,2009-03,488.0,1.0,1.0,1,Low
fragment,2009-03-18 10:48:43.267,2009-03,3449.0,6.0,4.0,2,Low
biztalk-deployment,2009-03-25 21:38:32.060,2009-03,1109.67,0.67,2.0,3,Low
splat,2009-04-02 05:23:45.523,2009-04,23801.0,72.67,2.33,3,Low
gpx,2009-03-23 07:10:48.997,2009-03,5828.0,2.0,3.0,1,Low
swingworker,2009-04-02 20:29:15.090,2009-04,3119.4,6.4,3.8,5,Low
intermediate-language,2009-03-22 18:30:51.070,2009-08,5986.0,14.8,3.8,5,Low
hunchentoot,2009-03-21 20:53:49.817,2009-03,2106.0,9.0,6.0,1,Low
lego-mindstorms,2009-03-20 00:57:58.527,2009-03,6760.0,19.33,4.33,3,Low
lexicographic,2009-03-15 00:48:42.867,2009-03,953.0,2.0,2.0,1,Low
xgettext,2009-03-30 14:52:31.467,2009-04,2630.0,3.0,1.33,3,Low
gridsplitter,2009-04-06 06:26:38.547,2009-04,4260.25,0.5,2.75,4,Low
unix-head,2009-04-02 06:53:34.043,2009-04,6971.0,2.0,5.0,1,Low
umount,2009-03-08 19:39:37.733,2009-03,185322.0,105.0,12.0,1,Low
addmodelerror,2009-04-06 07:25:35.720,2009-04,2263.0,8.0,2.0,1,Low
request.servervariables,2009-03-27 12:53:48.580,2009-03,21265.0,6.0,3.0,1,Low
alternate-access-mappings,2009-04-06 07:43:17.597,2009-04,731.0,2.0,2.0,1,Low
document.write,2009-03-15 02:19:58.137,2009-03,736.0,2.0,2.0,2,Low
alphabetical,2009-04-02 07:42:15.347,2009-04,281555.0,112.5,9.0,2,Low
concordion,2009-03-18 13:40:27.877,2009-03,624.0,1.0,3.0,1,Low
start-process,2009-03-16 16:46:16.487,2009-03,150448.0,43.0,4.5,2,Low
noncopyable,2009-03-05 19:06:12.033,2009-03,2666.0,3.0,6.0,1,Low
nis,2009-03-30 13:45:21.550,2009-03,1765.0,1.0,1.0,1,Low
android-calendar,2009-03-29 05:28:25.887,2009-03,981.0,2.0,1.0,1,Low
monostate,2009-04-06 09:16:36.623,2009-04,4006.5,9.0,3.0,2,Low
ack,2009-03-20 18:54:03.433,2009-03,26020.33,34.0,4.67,3,Low
inetd,2009-03-20 19:01:14.447,2009-03,493.0,0.0,3.0,1,Low
meld,2009-03-10 18:59:10.027,2009-03,10126.0,8.0,4.0,1,Low
simplepie,2009-03-15 03:35:19.080,2009-03,2656.0,1.0,2.33,3,Low
cxxtest,2009-04-06 09:51:46.227,2009-04,9862.0,1.0,4.0,1,Low
jsfl,2009-03-23 17:27:46.750,2009-08,967.0,1.0,2.0,3,Low
playlist,2009-04-02 08:36:52.907,2009-04,1473.0,1.0,2.0,1,Low
rational-rose,2009-03-21 21:24:28.807,2009-03,1200.0,2.5,3.0,2,Low
alter-column,2009-03-27 13:24:29.177,2009-03,1584325.0,1371.0,14.0,1,Low
foundation,2009-03-15 04:35:38.217,2009-08,7062.0,9.25,2.25,4,Low
rot13,2009-03-06 03:58:19.900,2009-03,43041.0,28.0,17.0,1,Low
preg-match,2009-03-25 22:09:31.580,2009-08,14893.5,7.07,3.79,14,Low
timemachine,2009-03-29 06:12:46.093,2009-03,773.5,2.0,2.5,2,Low
grid-system,2009-04-06 11:23:57.957,2009-04,1524.0,3.0,2.0,1,Low
osx-server,2009-04-06 11:50:13.650,2009-04,1211.0,0.0,2.0,1,Low
asp.net-dynamic-data,2009-03-15 06:25:46.720,2009-06,8403.89,17.56,2.89,9,Low
page-setup,2009-03-21 21:48:11.790,2009-03,2882.0,1.0,4.0,1,Low
stack-frame,2009-03-20 01:58:39.320,2009-03,18157.0,39.67,4.0,3,Low
afp,2009-03-09 21:15:19.880,2009-03,12685.5,4.0,2.0,2,Low
php-shorttags,2009-03-19 16:18:12.100,2009-03,3531.0,11.0,10.0,1,Low
scroll-position,2009-03-05 19:14:19.970,2009-03,47152.75,11.0,5.25,4,Low
onlinebanking,2009-03-05 19:14:45.010,2009-03,2554.0,8.0,7.0,1,Low
dm,2009-03-30 10:20:09.437,2009-03,211.0,0.0,1.0,1,Low
google-api-dotnet-client,2009-04-07 13:13:51.367,2009-04,148020.0,109.0,8.0,1,Low
google-sheets-api,2009-04-07 13:13:51.367,2009-04,76899.5,57.0,4.5,2,Low
multipoint,2009-04-02 09:32:24.240,2009-04,323.0,0.0,1.0,1,Low
stackalloc,2009-04-06 12:49:03.977,2009-04,19779.0,75.33,5.33,3,Low
modelvisual3d,2009-04-02 09:46:16.233,2009-04,3668.0,2.0,1.0,1,Low
fieldofview,2009-04-02 09:46:16.233,2009-04,3668.0,2.0,1.0,1,Low
system.web.routing,2009-04-06 13:19:44.590,2009-04,1688.0,3.0,3.5,2,Low
brightness,2009-03-20 02:05:35.947,2009-08,5818.33,3.0,2.67,3,Low
tree-nodes,2009-03-23 09:01:34.457,2009-03,3645.0,0.0,1.0,1,Low
coda-slider,2009-03-18 14:13:12.697,2009-08,3155.25,0.75,1.75,4,Low
wadl,2009-04-06 13:33:35.040,2009-04,847.0,2.0,5.0,1,Low
rainbowtable,2009-03-30 10:33:05.037,2009-03,874.5,-1.0,4.5,2,Low
execvp,2009-03-18 14:18:08.207,2009-03,4668.0,4.0,3.0,1,Low
virtualizingstackpanel,2009-03-20 13:19:32.787,2009-03,11573.67,18.0,2.33,3,Low
window-messages,2009-04-06 14:00:21.280,2009-04,2245.5,3.5,3.5,2,Low
embedded-jetty,2009-03-30 10:50:45.620,2009-03,15534.5,9.5,4.5,2,Low
one-liner,2009-03-19 16:23:11.527,2009-03,513029.0,193.0,25.0,1,Low
code-search,2009-03-25 22:31:03.120,2009-03,156.0,0.0,1.0,1,Low
scala-collections,2009-03-23 18:05:27.893,2009-03,29855.5,34.75,4.42,12,Low
ace,2009-04-02 10:15:43.403,2009-04,4462.0,6.0,2.0,3,Low
tablecellrenderer,2009-04-07 19:07:39.177,2009-04,6046.5,5.5,2.0,2,Low
internal-representation,2009-04-07 19:13:00.130,2009-07,56751.33,88.0,10.67,3,Low
layoutsubviews,2009-04-08 03:05:12.757,2009-04,198509.0,293.0,8.0,1,Low
django-cache,2009-03-10 19:30:01.793,2009-03,47153.5,49.5,7.5,2,Low
text-services-framework,2009-04-07 19:29:11.370,2009-04,2938.0,5.0,3.0,1,Low
portable-contacts,2009-03-29 07:52:43.170,2009-03,329.0,3.0,1.0,1,Low
getchar,2009-03-22 21:27:29.227,2009-03,29493.0,30.5,3.0,2,Low
delphi-units,2009-04-03 16:48:01.650,2009-04,5234.0,4.33,5.0,3,Low
mysql6,2009-04-08 05:36:29.197,2009-04,563.0,0.0,4.0,1,Low
typeglob,2009-02-16 07:04:29.023,2009-02,1076.0,2.0,3.5,2,Low
ecb-pattern,2009-03-25 22:46:03.817,2009-03,238591.0,111.0,6.0,1,Low
xilinx,2009-03-30 14:33:01.310,2009-03,494.0,4.0,1.0,1,Low
url-shortener,2009-04-08 06:29:14.373,2009-04,1618.5,1.0,4.0,2,Low
grammar-induction,2009-03-05 19:34:26.240,2009-03,26801.0,110.0,10.0,1,Low
double-free,2009-03-16 00:57:11.137,2009-03,944.0,0.0,6.0,1,Low
fest,2009-03-20 03:37:12.530,2009-03,10184.0,8.0,8.0,1,Low
cracking,2009-03-29 08:42:01.943,2009-03,1130.0,9.0,9.0,1,Low
computed-style,2009-03-24 09:30:16.640,2009-03,5691.0,5.0,3.5,2,Low
phxsoftware,2009-03-21 23:11:23.323,2009-03,3702.0,0.0,4.0,1,Low
iboutlet,2009-03-20 20:17:06.120,2009-03,3586.0,0.0,4.0,1,Low
script-debugging,2009-03-16 17:37:54.147,2009-05,27169.0,29.67,8.67,3,Low
printer-properties,2009-04-07 19:52:20.363,2009-04,5633.0,6.0,2.0,1,Low
openx,2009-03-29 09:10:07.820,2009-03,740.0,0.5,1.5,2,Low
dynamic-schema,2009-03-22 22:16:19.640,2009-03,464.0,0.0,3.0,1,Low
nsattributedstring,2009-04-08 08:57:50.787,2009-04,5413.0,2.5,5.5,2,Low
ulimit,2009-04-08 09:06:02.233,2009-04,21478.0,8.5,1.5,2,Low
metaweblog,2009-03-18 21:44:05.233,2009-03,383.0,2.0,2.0,1,Low
mapserver,2009-03-06 06:36:44.043,2009-03,3170.0,1.33,2.33,3,Low
strncpy,2009-03-31 06:24:21.460,2009-03,78673.67,37.33,7.0,3,Low
visual-studio-designer,2009-04-08 09:44:18.710,2009-04,1195.0,3.0,1.0,1,Low
saf,2009-03-16 17:52:45.220,2009-03,15299.0,4.0,2.0,1,Low
syncservices,2009-03-30 14:46:51.090,2009-03,1521.5,2.0,1.5,2,Low
jvi,2009-03-24 09:34:52.137,2009-03,2269.0,5.0,2.0,1,Low
thread-exceptions,2009-04-08 10:19:21.807,2009-08,1777.0,3.33,1.67,3,Low
box2d,2009-03-05 19:57:31.443,2009-03,5587.6,4.8,3.0,5,Low
dcg,2009-03-24 09:45:26.013,2009-03,7699.5,14.0,5.5,2,Low
preg-match-all,2009-03-23 18:51:51.900,2009-03,1462.0,1.2,3.6,5,Low
coin-flipping,2009-03-20 20:27:36.517,2009-03,3833.5,0.5,7.5,2,Low
policy-server,2009-03-22 22:28:24.807,2009-03,859.0,0.0,2.0,1,Low
user-registration,2009-03-20 03:59:12.680,2009-03,1037.5,1.5,2.5,2,Low
driveinfo,2009-03-24 09:56:34.627,2009-03,11000.0,3.0,3.0,1,Low
http-request,2009-03-21 23:45:48.747,2009-03,40231.4,25.8,4.0,5,Low
valuechangelistener,2009-03-24 10:01:40.933,2009-03,6940.0,0.0,1.0,1,Low
saxparseexception,2009-04-07 14:12:54.627,2009-04,5922.0,14.0,2.0,1,Low
mysql-function,2009-04-09 08:43:36.897,2009-04,613987.0,514.0,20.0,1,Low
django-admin-actions,2009-04-06 22:01:17.223,2009-04,27787.0,24.0,5.0,1,Low
jtag,2009-04-06 22:01:25.600,2009-04,3032.0,1.0,2.0,1,Low
rose-db-object,2009-04-06 22:05:10.223,2009-04,671.0,2.0,1.0,1,Low
pbx,2009-04-07 14:19:03.987,2009-04,873.0,0.0,2.0,2,Low
computation-expression,2009-04-03 21:00:46.490,2009-04,458.0,3.0,3.0,1,Low
http-post-vars,2009-04-09 09:17:21.730,2009-04,553.0,0.0,3.0,1,Low
ctest,2009-04-09 09:22:24.837,2009-04,63169.0,110.0,11.0,1,Low
infrared,2009-04-07 20:28:57.123,2009-04,15167.25,6.0,2.0,4,Low
clip,2009-04-09 05:59:13.330,2009-04,5806.5,5.5,3.5,2,Low
activemerchant,2009-03-24 17:59:00.397,2009-06,1604.0,3.6,1.4,5,Low
parameter-object,2009-03-27 14:44:43.943,2009-03,753.0,2.0,4.0,1,Low
equivalence-classes,2009-03-23 19:17:20.123,2009-03,3526.0,7.0,3.0,1,Low
coroutine,2009-03-26 09:24:56.963,2009-04,21092.0,77.5,5.0,6,Low
sstream,2009-04-07 21:51:12.247,2009-04,12712.0,6.0,2.0,1,Low
extended-ascii,2009-03-20 14:28:19.360,2009-03,18918.0,13.5,3.0,2,Low
cfqueryparam,2009-03-24 10:09:44.177,2009-03,954.0,1.0,1.5,2,Low
gstreamer,2009-03-24 14:28:02.307,2009-03,6891.67,4.0,2.33,3,Low
genesys,2009-03-31 07:07:40.483,2009-03,643.0,0.0,4.0,1,Low
database-project,2009-03-31 07:33:59.797,2009-08,3158.86,3.43,1.57,7,Low
jbossmq,2009-03-24 18:17:02.147,2009-03,6412.25,1.25,2.0,4,Low
web-setup-project,2009-03-31 07:42:21.103,2009-05,1479.67,2.0,1.0,3,Low
hid,2009-03-31 07:56:15.857,2009-03,5990.0,2.75,3.5,4,Low
windows-live,2009-03-22 00:28:54.633,2009-08,744.5,1.25,1.0,4,Low
taglist,2009-04-09 16:52:19.007,2009-05,419.0,2.0,1.33,3,Low
control-flow,2009-03-31 08:55:46.963,2009-05,6412.75,6.5,5.0,4,Low
bucket,2009-03-31 08:56:54.683,2009-03,15766.67,6.33,3.67,3,Low
getline,2009-04-09 17:18:29.457,2009-04,29630.0,18.0,6.0,1,Low
opaque-pointers,2009-04-09 17:21:07.610,2009-04,9678.0,31.0,3.0,1,Low
diamond-operator,2009-04-09 17:22:05.783,2009-04,1935.0,4.0,7.0,1,Low
nskeyedarchiver,2009-04-07 14:36:04.507,2009-07,3487.0,3.0,2.67,3,Low
joomla-article,2009-04-06 23:04:48.177,2009-04,1452.0,0.0,3.0,1,Low
drawing2d,2009-04-04 12:21:56.570,2009-04,2993.0,3.0,2.0,2,Low
permission-denied,2009-04-07 23:12:33.237,2009-08,25313.0,7.33,4.0,3,Low
inkcanvas,2009-04-07 23:38:53.860,2009-04,10292.5,6.0,4.5,2,Low
commandbar,2009-03-16 18:20:24.810,2009-03,2326.0,1.0,1.0,2,Low
jasmin,2009-03-20 21:53:33.970,2009-03,3106.0,0.0,4.0,1,Low
mediawiki-templates,2009-03-24 18:31:05.297,2009-03,16859.0,22.0,3.0,1,Low
