Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score,Tag Rank (Top 100),Tag Usage %
spring-boot,2013-02-06 09:55:35.837,2020-04,3147.94,1.71,1.17,74640,High,58.0,0.1876
matlab,2008-08-07 18:47:58.487,2015-04,1681.78,1.05,1.23,71341,High,59.0,0.1793
firebase,2010-04-13 15:58:40.803,2020-05,1656.48,1.67,1.16,69170,High,60.0,0.1739
xcode,2008-08-08 04:25:11.630,2012-11,2807.63,3.22,1.5,69099,High,61.0,0.1737
wpf,2008-08-11 01:34:34.773,2011-03,3317.7,2.7,1.45,64758,High,62.0,0.1628
oracle,2008-08-02 01:52:54.653,2017-03,4100.81,1.21,1.43,63445,High,63.0,0.1595
string,2008-08-02 06:57:57.957,2014-03,5547.82,3.68,2.1,62824,High,64.0,0.1579
pandas,2012-06-10 21:12:43.400,2020-06,3157.81,2.02,1.36,61626,High,65.0,0.1549
algorithm,2008-08-01 18:42:19.343,2015-04,2922.06,3.66,1.99,60855,High,66.0,0.153
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,4686.04,2.0,1.59,57940,High,67.0,0.1456
macos,2008-08-04 18:51:38.543,2015-10,4207.53,4.04,1.43,56262,High,68.0,0.1414
vue.js,2014-03-16 16:16:23.560,2020-05,2867.32,1.78,1.19,55173,High,69.0,0.1387
visual-studio,2008-08-03 14:53:53.550,2017-03,3767.98,4.06,1.53,53630,High,70.0,0.1348
forms,2008-08-02 19:51:50.250,2014-03,3264.95,1.61,1.54,51395,High,71.0,0.1292
apache,2008-08-05 21:45:11.033,2014-01,3143.88,1.61,1.22,48109,High,72.0,0.1209
eclipse,2008-08-01 13:56:33.837,2014-03,4140.27,2.97,1.5,48038,High,73.0,0.1208
api,2008-08-13 16:45:03.000,2020-06,1751.91,1.15,1.2,47396,High,74.0,0.1191
go,2009-11-11 05:25:13.433,2022-09,4003.67,3.36,1.33,46733,High,75.0,0.1175
list,2008-08-23 19:17:34.353,2020-05,3814.62,2.52,1.92,46707,High,76.0,0.1174
rest,2008-08-04 17:53:32.500,2017-05,3471.33,2.61,1.29,45795,High,77.0,0.1151
image,2008-08-02 17:01:58.500,2014-04,3659.21,1.95,1.46,45587,High,78.0,0.1146
numpy,2008-09-21 20:23:02.027,2020-05,3695.81,2.5,1.49,45103,High,79.0,0.1134
express,2010-10-15 14:28:44.733,2020-05,2604.13,1.67,1.19,44201,High,80.0,0.1111
shell,2008-08-04 21:04:06.407,2014-03,4929.58,3.5,1.7,43255,High,81.0,0.1087
hibernate,2008-08-25 17:25:22.610,2014-09,3336.74,1.77,1.25,43198,High,82.0,0.1086
perl,2008-08-06 02:53:13.033,2013-05,2174.09,2.2,1.95,42436,High,83.0,0.1067
entity-framework,2008-08-14 00:24:43.320,2014-01,2814.45,2.5,1.38,41536,High,84.0,0.1044
maven,2008-09-16 10:34:05.223,2015-07,4262.95,2.66,1.27,41266,High,85.0,0.1037
apache-spark,2012-12-07 20:03:11.193,2018-05,2875.72,1.98,1.13,41252,High,86.0,0.1037
performance,2008-08-01 05:21:22.257,2013-07,2967.45,4.68,1.74,41171,High,87.0,0.1035
python-2.7,2010-04-02 17:42:16.030,2017-03,3079.0,1.59,1.34,40082,High,88.0,0.1008
haskell,2008-08-05 14:16:02.720,2014-11,1083.75,4.18,1.56,39755,High,89.0,0.0999
elasticsearch,2010-02-16 08:59:23.963,2017-02,2152.56,1.64,1.04,39597,High,90.0,0.0995
kotlin,2010-10-06 11:46:06.597,2020-05,2322.12,2.76,1.29,39431,High,91.0,0.0991
android-studio,2011-03-14 00:05:01.483,2016-04,3470.62,2.95,1.43,39137,High,92.0,0.0984
asp.net-core,2010-12-03 14:21:01.797,2020-04,2727.7,2.34,1.21,38519,High,93.0,0.0968
loops,2008-08-04 00:47:25.143,2020-05,2357.09,1.49,1.73,38506,High,94.0,0.0968
facebook,2008-08-21 21:38:43.190,2012-07,2177.68,1.53,1.16,38253,High,95.0,0.0962
kubernetes,2014-02-20 09:43:32.237,2020-07,3528.31,2.54,1.29,38096,High,96.0,0.0958
csv,2008-08-01 16:08:52.353,2017-10,3077.01,1.46,1.43,37959,High,97.0,0.0954
google-apps-script,2009-09-08 13:30:59.773,2020-05,1504.48,0.76,1.14,37787,High,98.0,0.095
sqlite,2008-08-01 22:34:42.853,2015-03,2347.59,1.81,1.33,37763,High,99.0,0.0949
t-sql,2008-08-05 18:15:47.727,2018-11,6371.39,3.18,2.0,37511,High,100.0,0.0943
javascript,2008-08-03 21:42:37.903,2016-03,3054.56,2.07,1.52,2399462,High,1.0,5.9215
python,2008-08-02 03:35:55.697,2020-05,3563.86,2.4,1.42,2117253,High,2.0,5.2251
java,2008-08-01 16:08:52.353,2014-03,3591.02,2.21,1.58,1805149,High,3.0,4.4549
c#,2008-07-31 21:42:52.667,2014-03,3267.61,2.38,1.59,1498345,High,4.0,3.6977
php,2008-08-01 12:50:18.587,2014-03,2510.83,1.27,1.58,1264245,High,5.0,3.12
android,2008-08-26 15:30:38.367,2014-03,3093.35,2.53,1.43,1030009,High,6.0,2.5419
c++,2008-08-01 12:13:50.207,2014-03,2770.01,2.67,1.66,732717,High,7.0,1.8082
html,2008-07-31 22:08:08.620,2014-03,3552.49,1.87,1.72,636267,High,8.0,1.5702
ios,2008-08-02 10:47:08.460,2015-07,2225.83,2.4,1.43,566216,High,9.0,1.3973
r,2008-09-16 21:40:29.927,2020-04,1941.41,1.71,1.28,476650,High,10.0,1.1763
sql,2008-08-01 12:35:56.917,2014-03,3666.04,1.69,1.75,465499,High,11.0,1.1488
jquery,2008-08-12 11:11:29.680,2013-03,3089.57,1.46,1.62,411491,High,12.0,1.0155
mysql,2008-08-01 05:09:55.993,2014-03,2869.97,1.58,1.53,356572,High,13.0,0.88
css,2008-08-03 21:42:37.903,2014-03,3693.01,2.2,1.63,341747,High,14.0,0.8434
c,2008-08-01 23:27:24.993,2014-03,2791.04,1.78,1.78,328349,High,15.0,0.8103
node.js,2009-08-23 00:55:49.140,2020-05,3113.45,2.38,1.19,281363,High,16.0,0.6944
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1853.57,2.15,1.46,281323,High,17.0,0.6943
reactjs,2013-05-20 03:44:25.653,2020-05,2651.44,1.72,1.21,265119,High,18.0,0.6543
angular,2013-11-14 10:12:42.260,2017-08,3443.49,2.16,1.3,223045,High,19.0,0.5504
excel,2008-08-05 16:47:28.873,2019-07,2550.04,0.62,1.26,183706,High,20.0,0.4534
asp.net,2008-08-01 19:23:13.117,2011-04,3023.56,1.82,1.58,168559,High,21.0,0.416
json,2008-08-14 23:13:32.493,2017-03,2989.56,1.81,1.42,157393,High,22.0,0.3884
angularjs,2009-10-19 11:41:47.043,2015-07,2742.48,1.98,1.33,147957,High,23.0,0.3651
sql-server,2008-08-01 18:33:08.333,2017-03,3904.48,1.92,1.54,147598,High,24.0,0.3643
iphone,2008-08-04 19:02:36.777,2011-03,2965.19,2.66,1.9,146333,High,25.0,0.3611
swift,2009-01-19 16:55:32.907,2015-07,2038.26,2.33,1.32,146276,High,26.0,0.361
django,2008-08-21 19:41:57.870,2020-05,2009.89,1.94,1.24,146147,High,27.0,0.3607
python-3.x,2008-08-29 16:20:43.467,2020-04,1769.24,1.09,1.16,145516,High,28.0,0.3591
linux,2008-08-01 14:36:18.640,2014-03,5362.91,3.57,1.53,136510,High,29.0,0.3369
flutter,2011-08-02 12:40:38.383,2022-08,2336.85,1.78,1.29,131971,High,30.0,0.3257
git,2008-08-05 18:29:14.283,2017-03,9595.03,12.05,1.63,123656,High,31.0,0.3052
typescript,2012-10-01 18:44:02.787,2020-05,3258.42,2.78,1.24,119648,High,32.0,0.2953
.net,2008-08-01 00:59:11.177,2011-03,3325.64,3.35,1.7,118980,High,33.0,0.2936
arrays,2008-08-01 12:30:57.630,2016-03,2549.4,1.59,1.63,112397,High,34.0,0.2774
amazon-web-services,2008-08-27 15:31:27.517,2020-07,2466.26,2.14,1.19,109003,High,35.0,0.269
ruby,2008-08-01 13:38:27.133,2013-03,2526.76,3.19,1.7,105727,High,36.0,0.2609
ajax,2008-08-04 17:53:32.500,2014-03,2420.15,1.29,1.42,104738,High,37.0,0.2585
regex,2008-08-04 13:47:10.547,2015-07,3158.92,2.19,1.84,104662,High,38.0,0.2583
laravel,2011-08-24 08:32:58.560,2020-04,2511.56,1.24,1.34,103264,High,39.0,0.2548
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3131.08,2.28,1.47,103019,High,40.0,0.2542
objective-c,2008-08-12 15:31:40.200,2012-08,2297.83,2.61,1.64,102149,High,41.0,0.2521
vba,2008-08-22 13:24:24.697,2017-07,2949.11,0.74,1.35,99803,High,42.0,0.2463
mongodb,2008-09-08 20:16:16.717,2020-04,2315.78,1.89,1.16,95465,High,43.0,0.2356
bash,2008-08-11 10:40:41.363,2017-03,5047.81,4.34,1.78,95464,High,44.0,0.2356
azure,2008-11-11 04:49:21.883,2020-04,1598.91,1.25,1.22,95413,High,45.0,0.2355
wordpress,2008-08-17 16:35:15.920,2014-03,1481.19,0.61,1.19,94472,High,46.0,0.2331
database,2008-08-01 14:19:52.510,2014-03,2979.02,2.03,1.54,94404,High,47.0,0.233
xml,2008-08-01 15:50:08.537,2014-03,2336.75,1.5,1.38,92993,High,48.0,0.2295
windows,2008-08-01 15:22:29.467,2014-03,5997.24,3.41,1.47,89746,High,49.0,0.2215
postgresql,2008-08-03 17:44:07.450,2020-07,3502.24,2.56,1.22,89016,High,50.0,0.2197
scala,2008-09-10 13:15:29.083,2016-11,2035.5,2.76,1.41,88334,High,51.0,0.218
docker,2010-01-11 09:18:17.610,2020-05,4909.7,4.07,1.22,87205,High,52.0,0.2152
vb.net,2008-08-01 12:43:11.503,2014-03,2473.13,0.88,1.35,85916,High,53.0,0.212
spring,2008-09-11 18:43:19.940,2017-06,3645.81,1.98,1.23,83403,High,54.0,0.2058
dataframe,2009-07-23 03:33:18.410,2022-03,3816.63,2.43,1.47,81350,High,55.0,0.2008
powershell,2008-08-05 18:01:32.547,2019-05,3840.92,1.86,1.32,81089,High,56.0,0.2001
react-native,2015-03-26 19:32:40.943,2020-05,2647.74,1.91,1.21,79003,High,57.0,0.195
spring-boot,2013-02-06 09:55:35.837,2020-04,3003.17,1.64,1.14,78471,High,58.0,0.1937
matlab,2008-08-07 18:47:58.487,2015-04,1668.57,1.04,1.23,71924,High,59.0,0.1775
firebase,2010-04-13 15:58:40.803,2020-05,1624.56,1.64,1.15,70638,High,60.0,0.1743
xcode,2008-08-08 04:25:11.630,2012-11,2777.05,3.19,1.49,69938,High,61.0,0.1726
wpf,2008-08-11 01:34:34.773,2011-03,3295.39,2.68,1.45,65205,High,62.0,0.1609
oracle,2008-08-02 01:52:54.653,2017-03,4040.56,1.2,1.43,64410,High,63.0,0.159
string,2008-08-02 06:57:57.957,2014-03,5499.62,3.65,2.09,63383,High,64.0,0.1564
pandas,2012-06-10 21:12:43.400,2020-06,3101.02,1.99,1.36,62783,High,65.0,0.1549
algorithm,2008-08-01 18:42:19.343,2015-04,2889.47,3.62,1.98,61560,High,66.0,0.1519
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,4674.21,1.99,1.59,58089,High,67.0,0.1434
macos,2008-08-04 18:51:38.543,2015-10,4146.45,3.98,1.42,57132,High,68.0,0.141
vue.js,2014-03-16 16:16:23.560,2020-05,2781.29,1.73,1.17,56958,High,69.0,0.1406
visual-studio,2008-08-03 14:53:53.550,2017-03,3701.94,3.99,1.52,54620,High,70.0,0.1348
forms,2008-08-02 19:51:50.250,2014-03,3235.08,1.59,1.53,51880,High,71.0,0.128
apache,2008-08-05 21:45:11.033,2014-01,3119.69,1.59,1.21,48490,High,72.0,0.1197
go,2009-11-11 05:25:13.433,2022-09,3866.73,3.26,1.31,48437,High,73.0,0.1195
eclipse,2008-08-01 13:56:33.837,2014-03,4116.16,2.95,1.49,48327,High,74.0,0.1193
api,2008-08-13 16:45:03.000,2020-06,1751.91,1.15,1.2,47396,High,75.0,0.117
list,2008-08-23 19:17:34.353,2020-05,3772.95,2.49,1.91,47233,High,76.0,0.1166
rest,2008-08-04 17:53:32.500,2017-05,3419.63,2.57,1.28,46515,High,77.0,0.1148
image,2008-08-02 17:01:58.500,2014-04,3611.85,1.92,1.45,46199,High,78.0,0.114
numpy,2008-09-21 20:23:02.027,2020-05,3643.24,2.46,1.48,45768,High,79.0,0.1129
express,2010-10-15 14:28:44.733,2020-05,2534.82,1.63,1.17,45447,High,80.0,0.1122
hibernate,2008-08-25 17:25:22.610,2014-09,3294.2,1.75,1.24,43777,High,81.0,0.108
shell,2008-08-04 21:04:06.407,2014-03,4878.22,3.46,1.69,43717,High,82.0,0.1079
perl,2008-08-06 02:53:13.033,2013-05,2164.44,2.19,1.95,42634,High,83.0,0.1052
apache-spark,2012-12-07 20:03:11.193,2018-05,2808.52,1.94,1.12,42272,High,84.0,0.1043
maven,2008-09-16 10:34:05.223,2015-07,4194.47,2.62,1.26,41963,High,85.0,0.1036
entity-framework,2008-08-14 00:24:43.320,2014-01,2794.07,2.48,1.37,41849,High,86.0,0.1033
performance,2008-08-01 05:21:22.257,2013-07,2923.84,4.61,1.73,41805,High,87.0,0.1032
kotlin,2010-10-06 11:46:06.597,2020-05,2204.49,2.63,1.26,41634,High,88.0,0.1027
elasticsearch,2010-02-16 08:59:23.963,2017-02,2107.73,1.6,1.03,40465,High,89.0,0.0999
python-2.7,2010-04-02 17:42:16.030,2017-03,3073.36,1.59,1.34,40158,High,90.0,0.0991
asp.net-core,2010-12-03 14:21:01.797,2020-04,2625.05,2.26,1.2,40105,High,91.0,0.099
haskell,2008-08-05 14:16:02.720,2014-11,1075.57,4.16,1.55,40089,High,92.0,0.0989
android-studio,2011-03-14 00:05:01.483,2016-04,3397.95,2.89,1.41,40030,High,93.0,0.0988
kubernetes,2014-02-20 09:43:32.237,2020-07,3388.24,2.44,1.26,39732,High,94.0,0.0981
loops,2008-08-04 00:47:25.143,2020-05,2330.99,1.48,1.73,38948,High,95.0,0.0961
google-apps-script,2009-09-08 13:30:59.773,2020-05,1461.72,0.74,1.13,38946,High,96.0,0.0961
facebook,2008-08-21 21:38:43.190,2012-07,2162.23,1.52,1.15,38544,High,97.0,0.0951
csv,2008-08-01 16:08:52.353,2017-10,3037.99,1.44,1.43,38460,High,98.0,0.0949
sqlite,2008-08-01 22:34:42.853,2015-03,2317.06,1.79,1.32,38277,High,99.0,0.0945
function,2008-08-18 18:40:34.403,2020-05,2360.5,1.49,1.68,37939,High,100.0,0.0936
javascript,2008-08-03 21:42:37.903,2016-03,3114.33,2.11,1.53,2424460,High,1.0,5.8954
python,2008-08-02 03:35:55.697,2020-05,3629.01,2.45,1.43,2129119,High,2.0,5.1772
java,2008-08-01 16:08:52.353,2014-03,3675.02,2.25,1.59,1834831,High,3.0,4.4616
c#,2008-07-31 21:42:52.667,2014-03,3318.87,2.41,1.61,1529886,High,4.0,3.7201
php,2008-08-01 12:50:18.587,2014-03,2550.83,1.29,1.6,1291279,High,5.0,3.1399
android,2008-08-26 15:30:38.367,2014-03,3147.11,2.57,1.44,1052514,High,6.0,2.5593
c++,2008-08-01 12:13:50.207,2014-03,2832.56,2.72,1.67,746600,High,7.0,1.8155
html,2008-07-31 22:08:08.620,2014-03,3643.38,1.93,1.73,644547,High,8.0,1.5673
ios,2008-08-02 10:47:08.460,2015-07,2249.41,2.42,1.44,573383,High,9.0,1.3943
r,2008-09-16 21:40:29.927,2020-04,1997.69,1.75,1.29,478557,High,10.0,1.1637
sql,2008-08-01 12:35:56.917,2014-03,3737.74,1.73,1.76,471604,High,11.0,1.1468
jquery,2008-08-12 11:11:29.680,2013-03,3148.75,1.49,1.64,424997,High,12.0,1.0334
mysql,2008-08-01 05:09:55.993,2014-03,2958.12,1.63,1.54,363164,High,13.0,0.8831
css,2008-08-03 21:42:37.903,2014-03,3769.48,2.24,1.64,346809,High,14.0,0.8433
c,2008-08-01 23:27:24.993,2014-03,2880.07,1.83,1.79,333955,High,15.0,0.8121
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1888.73,2.2,1.47,289296,High,16.0,0.7035
node.js,2009-08-23 00:55:49.140,2020-05,3168.66,2.41,1.19,282247,High,17.0,0.6863
reactjs,2013-05-20 03:44:25.653,2020-05,2651.44,1.72,1.21,265119,High,18.0,0.6447
angular,2013-11-14 10:12:42.260,2017-08,3443.49,2.16,1.3,223045,High,19.0,0.5424
excel,2008-08-05 16:47:28.873,2019-07,2608.76,0.63,1.26,184746,High,20.0,0.4492
asp.net,2008-08-01 19:23:13.117,2011-04,3041.34,1.82,1.59,174816,High,21.0,0.4251
iphone,2008-08-04 19:02:36.777,2011-03,2936.33,2.63,1.9,159343,High,22.0,0.3875
json,2008-08-14 23:13:32.493,2017-03,3047.01,1.84,1.42,158885,High,23.0,0.3864
sql-server,2008-08-01 18:33:08.333,2017-03,4019.09,1.97,1.55,149637,High,24.0,0.3639
django,2008-08-21 19:41:57.870,2020-05,2042.74,1.98,1.24,148164,High,25.0,0.3603
angularjs,2009-10-19 11:41:47.043,2015-07,2743.03,1.98,1.33,147959,High,26.0,0.3598
swift,2009-01-19 16:55:32.907,2015-07,2042.64,2.33,1.32,146284,High,27.0,0.3557
python-3.x,2008-08-29 16:20:43.467,2020-04,1774.77,1.09,1.16,145650,High,28.0,0.3542
linux,2008-08-01 14:36:18.640,2014-03,5487.31,3.65,1.54,138533,High,29.0,0.3369
flutter,2011-08-02 12:40:38.383,2022-08,2336.85,1.78,1.29,131971,High,30.0,0.3209
git,2008-08-05 18:29:14.283,2017-03,9771.16,12.28,1.64,125344,High,31.0,0.3048
.net,2008-08-01 00:59:11.177,2011-03,3331.29,3.35,1.7,122922,High,32.0,0.2989
typescript,2012-10-01 18:44:02.787,2020-05,3258.42,2.78,1.24,119648,High,33.0,0.2909
arrays,2008-08-01 12:30:57.630,2016-03,2591.52,1.62,1.64,113491,High,34.0,0.276
amazon-web-services,2008-08-27 15:31:27.517,2020-07,2483.0,2.16,1.19,109148,High,35.0,0.2654
ruby,2008-08-01 13:38:27.133,2013-03,2586.3,3.27,1.71,108667,High,36.0,0.2642
objective-c,2008-08-12 15:31:40.200,2012-08,2332.77,2.66,1.65,108195,High,37.0,0.2631
ajax,2008-08-04 17:53:32.500,2014-03,2454.72,1.31,1.43,106873,High,38.0,0.2599
regex,2008-08-04 13:47:10.547,2015-07,3240.24,2.22,1.85,106315,High,39.0,0.2585
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3167.73,2.31,1.48,105212,High,40.0,0.2558
laravel,2011-08-24 08:32:58.560,2020-04,2511.55,1.24,1.34,103265,High,41.0,0.2511
vba,2008-08-22 13:24:24.697,2017-07,2999.59,0.75,1.35,100360,High,42.0,0.244
bash,2008-08-11 10:40:41.363,2017-03,5184.28,4.46,1.79,96482,High,43.0,0.2346
mongodb,2008-09-08 20:16:16.717,2020-04,2375.1,1.95,1.17,96243,High,44.0,0.234
database,2008-08-01 14:19:52.510,2014-03,3013.95,2.06,1.55,96183,High,45.0,0.2339
azure,2008-11-11 04:49:21.883,2020-04,1602.52,1.26,1.23,95682,High,46.0,0.2327
wordpress,2008-08-17 16:35:15.920,2014-03,1495.16,0.62,1.19,95462,High,47.0,0.2321
xml,2008-08-01 15:50:08.537,2014-03,2371.23,1.52,1.39,94962,High,48.0,0.2309
windows,2008-08-01 15:22:29.467,2014-03,6057.98,3.46,1.48,91437,High,49.0,0.2223
postgresql,2008-08-03 17:44:07.450,2020-07,3575.7,2.62,1.23,89591,High,50.0,0.2179
scala,2008-09-10 13:15:29.083,2016-11,2061.01,2.86,1.42,89412,High,51.0,0.2174
vb.net,2008-08-01 12:43:11.503,2014-03,2508.7,0.89,1.35,87631,High,52.0,0.2131
docker,2010-01-11 09:18:17.610,2020-05,4909.7,4.07,1.22,87205,High,53.0,0.2121
spring,2008-09-11 18:43:19.940,2017-06,3712.7,2.01,1.24,84446,High,54.0,0.2053
powershell,2008-08-05 18:01:32.547,2019-05,3968.05,1.91,1.32,81503,High,55.0,0.1982
dataframe,2009-07-23 03:33:18.410,2022-03,3836.26,2.44,1.47,81416,High,56.0,0.198
react-native,2015-03-26 19:32:40.943,2020-05,2647.74,1.91,1.21,79003,High,57.0,0.1921
spring-boot,2011-11-03 22:07:45.047,2020-04,3003.65,1.64,1.14,78472,High,58.0,0.1908
matlab,2008-08-07 18:47:58.487,2015-04,1713.77,1.06,1.24,72833,High,59.0,0.1771
xcode,2008-08-08 04:25:11.630,2012-11,2803.33,3.21,1.5,72159,High,60.0,0.1755
firebase,2010-04-13 15:58:40.803,2020-05,1624.56,1.64,1.15,70638,High,61.0,0.1718
wpf,2008-08-11 01:34:34.773,2011-03,3304.1,2.7,1.46,67579,High,62.0,0.1643
oracle,2008-08-02 01:52:54.653,2017-03,4184.26,1.24,1.44,65497,High,63.0,0.1593
string,2008-08-02 06:57:57.957,2014-03,5663.81,3.74,2.11,64391,High,64.0,0.1566
pandas,2011-10-18 20:16:12.933,2020-06,3101.4,1.99,1.36,62785,High,65.0,0.1527
algorithm,2008-08-01 18:42:19.343,2015-04,2946.58,3.68,2.0,62782,High,66.0,0.1527
macos,2008-08-04 18:51:38.543,2015-10,4234.74,4.06,1.43,58285,High,67.0,0.1417
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,4700.67,2.01,1.6,58151,High,68.0,0.1414
vue.js,2014-03-16 16:16:23.560,2020-05,2781.29,1.73,1.17,56958,High,69.0,0.1385
visual-studio,2008-08-03 14:53:53.550,2017-03,3717.4,4.01,1.52,55570,High,70.0,0.1351
forms,2008-08-02 19:51:50.250,2014-03,3330.71,1.63,1.55,52910,High,71.0,0.1287
eclipse,2008-08-01 13:56:33.837,2014-03,4225.99,3.02,1.51,49854,High,72.0,0.1212
apache,2008-08-05 21:45:11.033,2014-01,3158.76,1.62,1.22,49442,High,73.0,0.1202
go,2009-11-11 05:25:13.433,2022-09,3923.66,3.32,1.31,48529,High,74.0,0.118
api,2008-08-13 16:45:03.000,2020-06,1772.42,1.17,1.2,47951,High,75.0,0.1166
list,2008-08-23 19:17:34.353,2020-05,3880.79,2.57,1.92,47812,High,76.0,0.1163
image,2008-08-02 17:01:58.500,2014-04,3685.89,1.96,1.46,47144,High,77.0,0.1146
rest,2008-08-04 17:53:32.500,2017-05,3459.21,2.6,1.29,46921,High,78.0,0.1141
numpy,2008-09-21 20:23:02.027,2020-05,3723.75,2.51,1.48,45911,High,79.0,0.1116
express,2010-10-15 14:28:44.733,2020-05,2572.59,1.66,1.18,45584,High,80.0,0.1108
hibernate,2008-08-25 17:25:22.610,2014-09,3340.08,1.78,1.25,44682,High,81.0,0.1087
shell,2008-08-04 21:04:06.407,2014-03,4976.87,3.52,1.71,44215,High,82.0,0.1075
perl,2008-08-06 02:53:13.033,2013-05,2198.88,2.21,1.96,43969,High,83.0,0.1069
entity-framework,2008-08-14 00:24:43.320,2014-01,2828.53,2.51,1.38,42798,High,84.0,0.1041
performance,2008-08-01 05:21:22.257,2013-07,3049.59,4.69,1.74,42787,High,85.0,0.104
maven,2008-09-16 10:34:05.223,2015-07,4311.75,2.69,1.27,42608,High,86.0,0.1036
apache-spark,2012-12-07 20:03:11.193,2018-05,2808.52,1.94,1.12,42272,High,87.0,0.1028
kotlin,2010-10-06 11:46:06.597,2020-05,2222.36,2.64,1.26,41638,High,88.0,0.1012
facebook,2008-08-21 21:38:43.190,2011-09,2200.62,1.55,1.17,41307,High,89.0,0.1004
haskell,2008-08-05 14:16:02.720,2014-11,1108.39,4.27,1.57,40921,High,90.0,0.0995
elasticsearch,2010-02-16 08:59:23.963,2017-02,2109.4,1.6,1.03,40476,High,91.0,0.0984
python-2.7,2010-04-02 17:42:16.030,2017-03,3083.82,1.6,1.34,40192,High,92.0,0.0977
asp.net-core,2010-12-03 14:21:01.797,2020-04,2625.05,2.26,1.2,40105,High,93.0,0.0975
android-studio,2011-03-14 00:05:01.483,2016-04,3401.28,2.9,1.41,40031,High,94.0,0.0973
kubernetes,2014-02-20 09:43:32.237,2020-07,3388.24,2.44,1.26,39732,High,95.0,0.0966
loops,2008-08-04 00:47:25.143,2020-05,2401.47,1.52,1.74,39319,High,96.0,0.0956
sqlite,2008-08-01 22:34:42.853,2015-03,2378.37,1.83,1.33,39026,High,97.0,0.0949
google-apps-script,2009-09-08 13:30:59.773,2020-05,1466.48,0.74,1.13,38967,High,98.0,0.0948
csv,2008-08-01 16:08:52.353,2017-10,3065.66,1.45,1.43,38716,High,99.0,0.0941
function,2008-08-18 18:40:34.403,2020-05,2420.13,1.52,1.69,38476,High,100.0,0.0936
c#,2011-12-08 06:14:29.263,2012-02,6041.94,4.05,2.21,30798,Low,1.0,5.065
java,2011-12-01 00:30:29.253,2012-02,7743.4,4.53,2.29,30628,Low,2.0,5.037
php,2011-12-08 06:20:06.610,2012-02,4507.6,2.21,2.2,27676,Low,3.0,4.5515
javascript,2011-12-08 06:20:38.250,2012-02,8750.33,5.78,2.32,25622,Low,4.0,4.2137
android,2011-12-05 12:11:19.510,2012-02,5250.47,3.81,1.87,23617,Low,5.0,3.884
jquery,2011-12-08 06:14:29.000,2012-02,5223.98,2.45,2.07,13632,Low,6.0,2.2419
c++,2011-12-08 10:13:39.307,2012-02,5951.26,5.16,2.38,13484,Low,7.0,2.2176
python,2011-12-08 06:15:49.547,2012-02,15194.38,10.73,2.38,12146,Low,8.0,1.9975
iphone,2011-12-08 06:19:56.420,2012-01,2538.68,2.16,1.91,10966,Low,9.0,1.8034
html,2010-11-29 07:56:29.233,2012-02,10834.42,5.38,2.35,8654,Low,10.0,1.4232
ios,2011-12-08 06:14:26.433,2012-02,3789.02,3.76,1.89,8254,Low,11.0,1.3574
ruby-on-rails,2011-12-08 06:28:22.200,2012-02,2954.88,3.65,1.74,7761,Low,12.0,1.2764
mysql,2011-07-09 12:09:34.843,2012-02,7683.13,4.23,2.15,6579,Low,13.0,1.082
objective-c,2011-12-08 06:24:51.560,2012-02,2620.74,2.94,1.84,6441,Low,14.0,1.0593
sql,2011-12-08 06:11:07.677,2012-02,9494.95,4.02,2.31,5845,Low,15.0,0.9613
asp.net,2011-12-08 10:17:51.247,2012-02,4035.82,2.09,1.82,5571,Low,16.0,0.9162
c,2011-12-09 10:53:31.190,2012-02,7990.22,4.87,2.58,5518,Low,17.0,0.9075
css,2011-12-08 06:17:35.693,2012-02,10369.95,6.45,2.32,5171,Low,18.0,0.8504
.net,2011-12-08 06:15:31.843,2012-02,3561.05,3.29,1.81,3531,Low,19.0,0.5807
ruby,2010-08-04 14:55:17.533,2012-02,4422.4,5.36,2.04,3256,Low,20.0,0.5355
facebook,2011-12-09 11:03:53.110,2012-01,3138.9,1.7,1.48,2659,Low,21.0,0.4373
asp.net-mvc-3,2011-12-08 06:14:29.263,2012-02,3698.25,2.76,1.77,2330,Low,22.0,0.3832
xcode,2011-12-09 11:05:44.323,2012-01,4398.02,4.06,1.92,2232,Low,23.0,0.3671
wpf,2011-12-08 10:14:34.617,2012-01,3325.67,2.39,1.59,2203,Low,24.0,0.3623
linux,2011-10-06 18:20:05.400,2012-02,16416.64,10.63,2.33,2181,Low,25.0,0.3587
ajax,2011-12-09 11:06:56.617,2012-02,4140.85,2.28,1.89,2176,Low,26.0,0.3579
ruby-on-rails-3,2011-12-11 12:14:49.410,2012-02,2413.7,2.66,1.56,2108,Low,27.0,0.3467
django,2011-12-08 06:12:37.677,2012-01,4032.6,4.13,1.75,2015,Low,28.0,0.3314
r,2011-06-04 20:55:29.923,2012-02,11243.42,9.07,2.02,1993,Low,29.0,0.3278
